College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Academic_Score,Skill_Score,Placement_Score,Placement_Readiness,Risk_Score,Risk_Level,Skill_Gap
CLG0062,80,5.05,5.28,10,Yes,1,9,5,No,3.57,7.76,5.2,MEDIUM,4.8,MEDIUM,0.24
CLG0053,109,9.31,9.8,7,Yes,3,2,2,No,8.44,2.64,5.59,MEDIUM,4.41,MEDIUM,5.36
CLG0059,119,7.26,7.06,10,No,2,4,2,No,6.2,3.33,5.15,MEDIUM,4.85,MEDIUM,4.67
CLG0093,105,5.02,5.16,6,Yes,5,8,5,No,2.13,8.11,5.19,MEDIUM,4.81,MEDIUM,0.0
CLG0081,116,7.01,7.37,4,No,4,9,2,Yes,4.28,5.96,5.38,MEDIUM,4.62,MEDIUM,2.04
CLG0083,130,5.93,6.01,6,No,2,4,1,No,3.3,2.53,3.85,LOW,6.15,HIGH,5.47
CLG0095,115,8.12,8.41,7,No,8,8,0,Yes,6.71,4.71,5.83,MEDIUM,4.17,MEDIUM,3.29
CLG0083,103,8.4,8.31,4,No,7,7,1,No,5.8,4.87,5.33,MEDIUM,4.67,MEDIUM,3.13
CLG0023,115,7.44,7.53,8,Yes,2,5,5,No,5.99,6.18,6.13,HIGH,3.87,LOW,1.82
CLG0047,102,5.2,4.76,5,No,9,4,0,No,1.61,3.13,2.94,LOW,7.06,HIGH,4.87
CLG0035,100,8.28,8.77,3,Yes,4,6,2,No,5.73,4.62,5.15,MEDIUM,4.85,MEDIUM,3.38
CLG0014,94,9.21,9.51,2,No,4,6,2,No,6.5,4.62,5.35,MEDIUM,4.65,MEDIUM,3.38
CLG0065,123,8.6,8.97,1,No,4,2,4,Yes,5.41,4.44,5.34,MEDIUM,4.66,MEDIUM,3.56
CLG0097,87,9.15,9.34,4,No,7,3,2,No,7.01,3.89,5.15,MEDIUM,4.85,MEDIUM,4.11
CLG0049,122,6.0,5.69,2,Yes,2,6,0,No,1.78,2.62,3.14,LOW,6.86,HIGH,5.38
CLG0036,107,9.44,8.97,3,No,2,4,3,No,6.58,4.13,5.41,MEDIUM,4.59,MEDIUM,3.87
CLG0001,79,6.61,6.97,1,No,7,3,0,No,2.75,2.29,2.67,LOW,7.33,HIGH,5.71
CLG0084,105,5.07,4.97,6,No,8,4,2,No,2.02,4.53,3.71,LOW,6.29,HIGH,3.47
CLG0022,68,9.22,8.98,4,No,4,6,2,No,6.78,4.62,5.02,MEDIUM,4.98,MEDIUM,3.38
CLG0035,109,9.71,9.77,5,No,9,3,3,No,7.99,5.09,6.39,HIGH,3.61,LOW,2.91
CLG0003,113,8.28,8.2,8,No,7,1,2,Yes,6.98,3.0,5.22,MEDIUM,4.78,MEDIUM,5.0
CLG0012,91,6.16,6.31,4,No,4,6,4,No,2.99,6.22,4.54,MEDIUM,5.46,MEDIUM,1.78
CLG0037,101,6.26,6.24,6,No,3,2,3,No,3.67,3.44,3.87,LOW,6.13,HIGH,4.56
CLG0058,129,7.33,7.53,3,No,1,9,1,No,4.26,4.56,5.03,MEDIUM,4.97,MEDIUM,3.44
CLG0077,92,9.49,9.84,8,No,10,6,5,No,8.91,8.22,7.72,HIGH,2.28,LOW,0.0
CLG0012,84,5.75,5.45,3,Yes,3,1,4,No,1.78,3.8,2.97,LOW,7.03,HIGH,4.2
CLG0002,122,9.13,8.96,7,No,1,4,0,No,7.72,1.53,5.08,MEDIUM,4.92,MEDIUM,6.47
CLG0084,129,6.46,6.4,7,No,6,5,5,No,4.24,6.98,5.99,HIGH,4.01,LOW,1.02
CLG0065,100,9.04,9.5,3,Yes,6,8,5,Yes,6.72,8.31,7.02,HIGH,2.98,LOW,0.0
CLG0058,115,9.6,9.47,3,Yes,8,3,4,Yes,7.04,5.69,6.36,HIGH,3.64,LOW,2.31
CLG0060,120,7.14,7.02,10,No,3,9,4,Yes,6.1,7.36,6.73,HIGH,3.27,LOW,0.64
CLG0041,88,6.83,6.98,10,No,4,9,2,No,5.89,5.96,5.54,MEDIUM,4.46,MEDIUM,2.04
CLG0035,92,9.01,8.93,8,Yes,10,10,1,No,7.96,6.8,6.78,HIGH,3.22,LOW,1.2
CLG0088,118,7.65,8.1,3,No,3,5,3,Yes,4.86,4.78,5.17,MEDIUM,4.83,MEDIUM,3.22
CLG0090,125,8.42,8.81,2,No,3,4,5,Yes,5.51,5.93,6.01,HIGH,3.99,LOW,2.07
CLG0011,108,8.11,8.12,5,Yes,4,7,4,No,5.82,6.67,6.14,HIGH,3.86,LOW,1.33
CLG0052,86,5.76,5.9,7,Yes,2,9,5,No,3.45,7.96,5.33,MEDIUM,4.67,MEDIUM,0.04
CLG0052,129,9.22,8.78,8,No,8,6,2,Yes,7.97,5.42,6.86,HIGH,3.14,LOW,2.58
CLG0062,92,5.98,6.18,1,Yes,6,7,4,No,1.79,7.07,4.42,MEDIUM,5.58,MEDIUM,0.93
CLG0063,94,9.66,9.87,2,Yes,0,1,1,No,7.03,0.8,4.04,LOW,5.96,HIGH,7.2
CLG0015,105,6.25,6.11,7,Yes,0,4,3,No,3.9,3.73,4.15,LOW,5.85,HIGH,4.27
CLG0070,123,8.67,8.39,9,Yes,0,2,2,Yes,7.69,2.04,5.29,MEDIUM,4.71,MEDIUM,5.96
CLG0040,112,6.42,6.84,3,Yes,2,1,4,No,3.2,3.6,3.93,LOW,6.07,HIGH,4.4
CLG0009,106,6.59,6.52,8,Yes,8,7,1,No,4.74,5.07,5.04,MEDIUM,4.96,MEDIUM,2.93
CLG0070,106,6.55,6.7,10,No,7,10,0,No,5.51,5.4,5.48,MEDIUM,4.52,MEDIUM,2.6
CLG0017,100,8.74,8.27,3,No,8,4,0,No,5.64,2.93,4.44,MEDIUM,5.56,MEDIUM,5.07
CLG0023,108,7.78,7.69,4,Yes,4,2,1,No,4.98,2.04,3.95,LOW,6.05,HIGH,5.96
CLG0058,62,9.41,9.73,2,No,6,5,5,No,6.78,6.98,5.86,MEDIUM,4.14,MEDIUM,1.02
CLG0095,95,6.54,6.43,9,Yes,9,7,3,No,4.98,6.87,5.66,MEDIUM,4.34,MEDIUM,1.13
CLG0080,103,8.46,8.56,5,No,8,2,4,No,6.35,5.24,5.7,MEDIUM,4.3,MEDIUM,2.76
CLG0051,82,8.76,8.47,5,Yes,4,7,4,No,6.47,6.67,5.96,HIGH,4.04,LOW,1.33
CLG0057,105,5.76,5.68,4,No,7,3,1,No,2.29,3.09,3.25,LOW,6.75,HIGH,4.91
CLG0086,96,7.0,7.43,5,Yes,7,8,4,No,4.65,7.71,5.88,MEDIUM,4.12,MEDIUM,0.29
CLG0016,126,7.41,7.48,1,No,2,7,3,No,3.6,5.47,5.08,MEDIUM,4.92,MEDIUM,2.53
CLG0045,123,6.78,7.18,10,Yes,4,1,1,No,6.0,1.6,4.44,MEDIUM,5.56,MEDIUM,6.4
CLG0061,93,6.61,7.01,10,Yes,7,9,5,No,5.78,8.96,6.78,HIGH,3.22,LOW,0.0
CLG0012,97,8.43,8.87,6,No,9,6,0,No,6.9,4.02,5.33,MEDIUM,4.67,MEDIUM,3.98
CLG0073,98,6.08,6.48,4,No,2,4,0,No,3.07,1.73,2.89,LOW,7.11,HIGH,6.27
CLG0006,93,8.55,8.05,4,No,2,6,2,No,5.7,4.22,4.86,MEDIUM,5.14,MEDIUM,3.78
CLG0004,102,9.68,10.0,5,No,5,2,5,No,8.14,5.44,6.47,HIGH,3.53,LOW,2.56
CLG0081,88,7.83,7.47,1,Yes,6,2,5,No,3.84,5.64,4.6,MEDIUM,5.4,MEDIUM,2.36
CLG0074,83,8.06,7.6,4,No,6,8,0,No,5.08,4.31,4.47,MEDIUM,5.53,MEDIUM,3.69
CLG0035,109,5.34,4.9,10,No,5,10,4,No,3.47,8.2,5.83,MEDIUM,4.17,MEDIUM,0.0
CLG0047,109,9.32,9.17,3,Yes,6,5,3,No,6.65,5.38,5.97,HIGH,4.03,LOW,2.62
CLG0085,87,6.43,6.55,5,No,6,7,3,No,3.66,6.27,4.76,MEDIUM,5.24,MEDIUM,1.73
CLG0019,113,8.08,7.98,10,No,3,1,2,No,7.37,2.2,5.06,MEDIUM,4.94,MEDIUM,5.8
CLG0027,90,9.9,9.43,5,Yes,7,6,5,No,7.86,7.62,7.03,HIGH,2.97,LOW,0.38
CLG0011,103,7.98,7.96,8,Yes,7,10,4,No,6.63,8.6,7.15,HIGH,2.85,LOW,0.0
CLG0070,112,8.62,8.56,1,Yes,1,7,5,Yes,5.12,6.87,6.01,HIGH,3.99,LOW,1.13
CLG0059,99,7.23,7.49,3,No,9,10,1,No,4.17,6.6,5.3,MEDIUM,4.7,MEDIUM,1.4
CLG0041,106,5.3,5.08,5,No,4,7,2,No,1.91,5.07,3.9,LOW,6.1,HIGH,2.93
CLG0043,92,8.99,8.71,3,No,1,10,4,Yes,6.12,7.4,6.28,HIGH,3.72,LOW,0.6
CLG0028,97,5.17,4.93,6,No,2,3,1,No,2.05,2.09,2.61,LOW,7.39,HIGH,5.91
CLG0063,96,8.5,8.3,10,Yes,2,9,0,No,7.85,3.96,5.66,MEDIUM,4.34,MEDIUM,4.04
CLG0067,88,5.11,5.21,3,Yes,4,9,0,No,1.22,4.36,3.04,LOW,6.96,HIGH,3.64
CLG0045,97,9.31,9.28,6,No,7,5,1,No,7.73,3.98,5.64,MEDIUM,4.36,MEDIUM,4.02
CLG0024,76,5.79,5.63,8,No,2,9,2,No,3.61,5.56,4.27,MEDIUM,5.73,MEDIUM,2.44
CLG0077,92,7.57,7.44,4,Yes,6,7,1,No,4.67,4.67,4.61,MEDIUM,5.39,MEDIUM,3.33
CLG0064,95,7.99,7.86,8,Yes,4,7,5,No,6.56,7.47,6.54,HIGH,3.46,LOW,0.53
CLG0079,96,7.29,7.76,7,Yes,9,9,4,No,5.73,8.56,6.66,HIGH,3.34,LOW,0.0
CLG0073,96,6.7,6.43,4,Yes,9,2,5,No,3.4,6.24,4.8,MEDIUM,5.2,MEDIUM,1.76
CLG0039,99,7.34,7.66,3,Yes,9,10,5,No,4.36,9.8,6.66,HIGH,3.34,LOW,0.0
CLG0099,107,6.56,6.77,5,Yes,3,5,1,No,3.9,3.18,3.96,LOW,6.04,HIGH,4.82
CLG0045,113,7.19,6.7,5,Yes,1,8,4,Yes,4.23,6.51,5.53,MEDIUM,4.47,MEDIUM,1.49
CLG0061,90,6.79,7.28,7,No,5,8,4,No,5.08,7.31,5.79,MEDIUM,4.21,MEDIUM,0.69
CLG0082,81,7.83,8.09,1,No,3,3,0,No,4.3,1.49,3.0,LOW,7.0,HIGH,6.51
CLG0043,84,6.19,6.37,9,No,3,5,4,No,4.72,5.58,4.86,MEDIUM,5.14,MEDIUM,2.42
CLG0067,92,9.94,9.85,2,No,4,4,3,No,7.19,4.53,5.56,MEDIUM,4.44,MEDIUM,3.47
CLG0092,94,7.5,7.56,9,No,8,4,5,No,6.38,6.93,6.23,HIGH,3.77,LOW,1.07
CLG0080,88,5.97,5.72,9,No,0,2,0,No,4.11,0.44,2.62,LOW,7.38,HIGH,7.56
CLG0042,80,7.39,6.93,3,Yes,4,6,5,No,3.85,7.02,5.01,MEDIUM,4.99,MEDIUM,0.98
CLG0041,93,9.33,9.67,7,No,4,1,0,No,8.36,0.8,4.55,MEDIUM,5.45,MEDIUM,7.2
CLG0047,102,5.11,5.51,3,Yes,1,8,1,No,1.44,4.11,3.26,LOW,6.74,HIGH,3.89
CLG0043,108,8.4,8.06,8,Yes,2,10,4,Yes,6.95,7.6,6.97,HIGH,3.03,LOW,0.4
CLG0023,91,7.74,8.03,8,No,3,9,5,Yes,6.53,8.16,6.73,HIGH,3.27,LOW,0.0
CLG0032,93,5.85,6.09,3,Yes,0,5,1,No,2.31,2.58,2.84,LOW,7.16,HIGH,5.42
CLG0074,86,9.09,8.77,5,No,9,6,4,No,6.89,7.22,6.41,HIGH,3.59,LOW,0.78
CLG0057,99,6.84,6.76,7,No,2,1,0,No,4.73,0.4,3.04,LOW,6.96,HIGH,7.6
CLG0038,87,6.47,6.39,1,Yes,0,6,3,No,2.24,4.62,3.53,LOW,6.47,HIGH,3.38
CLG0077,108,9.14,9.4,3,Yes,0,1,5,No,6.71,4.0,5.43,MEDIUM,4.57,MEDIUM,4.0
CLG0015,73,8.19,8.53,1,Yes,8,5,0,No,4.84,3.38,3.84,LOW,6.16,HIGH,4.62
CLG0028,94,9.49,9.08,2,No,3,9,2,Yes,6.35,5.76,5.75,MEDIUM,4.25,MEDIUM,2.24
CLG0013,104,8.15,8.21,7,Yes,3,5,1,No,6.58,3.18,4.98,MEDIUM,5.02,MEDIUM,4.82
CLG0035,102,8.7,8.96,7,No,3,3,3,No,7.46,3.89,5.58,MEDIUM,4.42,MEDIUM,4.11
CLG0002,140,9.18,9.47,3,Yes,10,4,1,No,6.79,4.13,6.06,HIGH,3.94,LOW,3.87
CLG0061,105,5.27,4.92,6,Yes,8,3,4,No,2.11,5.69,4.21,LOW,5.79,HIGH,2.31
CLG0065,84,8.88,8.91,6,No,10,4,1,No,7.2,4.13,5.27,MEDIUM,4.73,MEDIUM,3.87
CLG0041,98,8.07,8.43,2,No,7,10,0,No,5.03,5.4,5.15,MEDIUM,4.85,MEDIUM,2.6
CLG0096,73,5.35,5.17,9,No,3,6,0,No,3.34,2.82,3.01,LOW,6.99,HIGH,5.18
CLG0094,98,7.54,7.47,8,No,5,3,1,No,6.0,2.69,4.45,MEDIUM,5.55,MEDIUM,5.31
CLG0086,87,5.41,5.71,2,No,1,5,4,No,1.44,5.18,3.43,LOW,6.57,HIGH,2.82
CLG0004,113,8.68,8.27,4,No,5,7,4,Yes,5.94,6.87,6.35,HIGH,3.65,LOW,1.13
CLG0053,91,7.73,8.09,9,No,0,1,3,No,6.91,2.4,4.58,MEDIUM,5.42,MEDIUM,5.6
CLG0088,98,9.77,9.58,4,No,4,3,0,No,7.55,1.69,4.67,MEDIUM,5.33,MEDIUM,6.31
CLG0014,90,5.92,5.42,7,No,7,6,1,No,3.2,4.42,3.89,LOW,6.11,HIGH,3.58
CLG0017,126,8.03,7.76,5,No,0,10,3,Yes,5.51,6.4,6.22,HIGH,3.78,LOW,1.6
CLG0014,95,6.06,5.65,10,Yes,10,2,2,No,4.45,4.04,4.32,MEDIUM,5.68,MEDIUM,3.96
CLG0041,127,8.07,7.66,6,No,1,8,3,Yes,5.79,5.71,6.07,HIGH,3.93,LOW,2.29
CLG0062,112,8.61,8.8,1,Yes,2,7,5,Yes,5.29,7.07,6.16,HIGH,3.84,LOW,0.93
CLG0052,107,8.61,8.32,4,Yes,6,2,2,No,5.94,3.24,4.8,MEDIUM,5.2,MEDIUM,4.76
CLG0027,105,9.08,9.51,5,No,7,5,2,No,7.42,4.78,5.97,HIGH,4.03,LOW,3.22
CLG0085,105,9.27,9.29,6,Yes,3,4,3,No,7.71,4.33,5.91,MEDIUM,4.09,MEDIUM,3.67
CLG0040,71,5.39,5.35,6,No,7,2,0,No,2.49,1.84,2.24,LOW,7.76,HIGH,6.16
CLG0035,95,6.72,6.65,5,Yes,0,4,3,No,3.91,3.73,3.98,LOW,6.02,HIGH,4.27
CLG0090,112,8.44,8.63,3,No,2,9,3,Yes,5.73,6.36,6.05,HIGH,3.95,LOW,1.64
CLG0095,99,7.49,7.44,2,No,3,10,5,No,3.95,8.6,6.01,HIGH,3.99,LOW,0.0
CLG0059,78,5.95,5.58,7,No,4,2,0,No,3.33,1.24,2.46,LOW,7.54,HIGH,6.76
CLG0097,99,7.76,8.14,1,No,10,10,0,No,4.29,6.0,5.11,MEDIUM,4.89,MEDIUM,2.0
CLG0049,125,7.04,6.97,5,Yes,8,10,5,Yes,4.34,9.6,7.01,HIGH,2.99,LOW,0.0
CLG0063,118,6.95,6.52,4,No,1,6,0,No,3.62,2.42,3.73,LOW,6.27,HIGH,5.58
CLG0011,99,9.05,9.08,7,Yes,6,4,0,No,7.76,2.53,5.11,MEDIUM,4.89,MEDIUM,5.47
CLG0080,114,7.04,7.19,2,Yes,2,8,5,Yes,3.5,7.51,5.65,MEDIUM,4.35,MEDIUM,0.49
CLG0006,94,5.13,4.91,8,No,9,4,0,No,2.68,3.13,3.23,LOW,6.77,HIGH,4.87
CLG0098,74,5.29,5.59,9,No,1,9,5,No,3.61,7.76,5.11,MEDIUM,4.89,MEDIUM,0.24
CLG0041,86,9.28,9.45,10,Yes,8,10,0,No,9.17,5.6,6.68,HIGH,3.32,LOW,2.4
CLG0032,123,9.8,9.95,1,No,2,3,3,Yes,6.84,3.69,5.61,MEDIUM,4.39,MEDIUM,4.31
CLG0021,95,8.44,8.36,5,No,7,7,5,No,6.2,8.07,6.63,HIGH,3.37,LOW,0.0
CLG0093,96,6.82,7.28,4,No,0,5,1,No,4.1,2.58,3.61,LOW,6.39,HIGH,5.42
CLG0075,95,9.69,9.46,5,Yes,4,1,1,No,7.75,1.6,4.66,MEDIUM,5.34,MEDIUM,6.4
CLG0057,128,8.31,8.39,9,No,4,3,1,No,7.47,2.49,5.47,MEDIUM,4.53,MEDIUM,5.51
CLG0005,124,9.22,9.03,3,No,5,9,3,Yes,6.49,6.96,6.8,HIGH,3.2,LOW,1.04
CLG0091,133,8.83,9.07,1,Yes,6,9,0,Yes,5.62,4.76,5.72,MEDIUM,4.28,MEDIUM,3.24
CLG0028,97,6.9,6.45,3,Yes,2,5,2,No,3.21,3.78,3.75,LOW,6.25,HIGH,4.22
CLG0095,104,7.39,6.94,4,No,4,5,0,No,4.19,2.58,3.78,LOW,6.22,HIGH,5.42
CLG0075,77,5.93,6.24,2,No,7,4,4,No,2.14,5.93,3.84,LOW,6.16,HIGH,2.07
CLG0077,122,6.46,6.39,1,No,5,4,0,No,2.23,2.33,3.21,LOW,6.79,HIGH,5.67
CLG0070,82,8.89,8.73,1,No,1,4,5,No,5.4,5.53,5.07,MEDIUM,4.93,MEDIUM,2.47
CLG0027,103,9.47,9.58,8,No,6,2,5,No,8.71,5.64,6.8,HIGH,3.2,LOW,2.36
CLG0094,83,8.62,8.82,4,No,2,7,1,No,6.31,3.87,4.79,MEDIUM,5.21,MEDIUM,4.13
CLG0053,91,7.33,7.03,2,No,9,3,0,No,3.56,2.69,3.35,LOW,6.65,HIGH,5.31
CLG0048,87,5.43,5.12,10,Yes,8,1,0,No,3.68,1.6,2.9,LOW,7.1,HIGH,6.4
CLG0083,90,5.28,5.74,3,Yes,3,10,5,No,1.71,8.6,4.96,MEDIUM,5.04,MEDIUM,0.0
CLG0078,91,6.87,6.96,8,No,10,3,4,No,5.23,6.09,5.38,MEDIUM,4.62,MEDIUM,1.91
CLG0058,91,7.32,7.21,6,No,3,9,2,No,5.01,5.76,5.16,MEDIUM,4.84,MEDIUM,2.24
CLG0009,112,8.05,8.35,8,No,3,9,2,Yes,6.95,5.76,6.3,HIGH,3.7,LOW,2.24
CLG0055,83,5.03,5.06,10,No,9,10,1,No,3.4,6.6,4.72,MEDIUM,5.28,MEDIUM,1.4
CLG0045,103,9.95,9.69,5,Yes,9,7,5,No,8.08,8.47,7.68,HIGH,2.32,LOW,0.0
CLG0028,118,6.82,6.53,3,Yes,7,1,2,No,3.22,3.0,3.8,LOW,6.2,HIGH,5.0
CLG0028,92,9.24,9.14,6,No,0,6,1,No,7.58,3.02,5.11,MEDIUM,4.89,MEDIUM,4.98
CLG0046,89,7.67,8.03,10,Yes,2,10,3,Yes,7.16,6.8,6.4,HIGH,3.6,LOW,1.2
CLG0025,96,5.65,5.21,8,No,7,1,4,No,3.21,4.6,4.06,LOW,5.94,HIGH,3.4
CLG0026,117,8.99,8.71,5,No,6,2,0,No,6.78,1.64,4.67,MEDIUM,5.33,MEDIUM,6.36
CLG0062,102,8.55,8.94,5,Yes,5,3,4,No,6.69,5.09,5.75,MEDIUM,4.25,MEDIUM,2.91
CLG0068,92,7.64,7.26,3,Yes,6,6,2,No,4.24,5.02,4.58,MEDIUM,5.42,MEDIUM,2.98
CLG0067,107,7.57,7.7,3,No,0,7,5,No,4.52,6.67,5.6,MEDIUM,4.4,MEDIUM,1.33
CLG0034,83,5.44,5.15,8,Yes,7,8,0,No,3.04,4.51,3.74,LOW,6.26,HIGH,3.49
CLG0021,110,8.28,8.39,1,No,3,9,4,Yes,4.79,7.36,6.04,HIGH,3.96,LOW,0.64
CLG0081,106,9.56,9.44,4,No,0,7,4,No,7.33,5.87,6.39,HIGH,3.61,LOW,2.13
CLG0034,95,5.47,5.07,9,Yes,3,6,5,No,3.34,6.82,4.99,MEDIUM,5.01,MEDIUM,1.18
CLG0044,87,6.32,6.4,6,No,1,5,5,No,3.82,5.98,4.71,MEDIUM,5.29,MEDIUM,2.02
CLG0076,86,9.51,9.69,6,No,4,10,1,No,8.15,5.6,6.27,HIGH,3.73,LOW,2.4
CLG0089,108,6.42,6.6,10,No,0,2,5,No,5.36,4.44,5.07,MEDIUM,4.93,MEDIUM,3.56
CLG0021,118,8.27,8.41,7,No,0,8,5,Yes,6.8,7.11,6.88,HIGH,3.12,LOW,0.89
CLG0018,90,7.67,7.67,7,Yes,4,5,5,No,5.9,6.58,5.83,MEDIUM,4.17,MEDIUM,1.42
CLG0036,106,7.98,8.0,6,No,1,10,3,No,5.99,6.6,6.15,HIGH,3.85,LOW,1.4
CLG0070,68,7.08,7.22,9,Yes,8,2,4,No,5.88,5.24,4.91,MEDIUM,5.09,MEDIUM,2.76
CLG0084,91,6.5,6.69,8,No,9,3,5,No,4.81,6.69,5.45,MEDIUM,4.55,MEDIUM,1.31
CLG0053,99,5.24,5.39,8,Yes,6,10,0,No,3.1,5.2,4.31,MEDIUM,5.69,MEDIUM,2.8
CLG0020,86,8.72,8.81,2,Yes,3,10,3,Yes,5.69,7.0,5.85,MEDIUM,4.15,MEDIUM,1.0
CLG0096,85,8.73,8.39,7,No,6,7,3,No,7.06,6.27,6.08,HIGH,3.92,LOW,1.73
CLG0095,89,8.35,8.06,1,Yes,7,10,5,Yes,4.59,9.4,6.42,HIGH,3.58,LOW,0.0
CLG0084,104,8.22,7.98,10,No,7,8,0,No,7.45,4.51,5.86,MEDIUM,4.14,MEDIUM,3.49
CLG0094,97,6.22,6.64,8,No,7,5,3,No,4.6,5.58,5.03,MEDIUM,4.97,MEDIUM,2.42
CLG0003,66,5.11,5.37,3,No,4,10,2,No,1.34,6.4,3.52,LOW,6.48,HIGH,1.6
CLG0084,68,9.04,9.09,9,No,6,8,3,Yes,8.42,6.71,6.51,HIGH,3.49,LOW,1.29
CLG0008,90,7.46,7.21,5,Yes,10,10,1,No,4.77,6.8,5.47,MEDIUM,4.53,MEDIUM,1.2
CLG0085,106,6.53,6.14,7,No,6,10,3,No,4.09,7.6,5.79,MEDIUM,4.21,MEDIUM,0.4
CLG0048,58,5.51,5.91,7,No,1,6,4,No,3.31,5.62,3.86,LOW,6.14,HIGH,2.38
CLG0023,92,5.31,5.7,9,Yes,2,2,5,No,3.7,4.84,4.29,MEDIUM,5.71,MEDIUM,3.16
CLG0001,92,6.74,6.35,2,Yes,10,2,3,No,2.7,4.84,3.89,LOW,6.11,HIGH,3.16
CLG0002,120,9.02,9.32,4,No,1,8,1,Yes,6.91,4.11,5.76,MEDIUM,4.24,MEDIUM,3.89
CLG0074,94,9.59,9.54,8,Yes,2,4,1,No,8.75,2.53,5.42,MEDIUM,4.58,MEDIUM,5.47
CLG0037,105,9.48,9.3,5,No,8,8,5,Yes,7.51,8.71,7.58,HIGH,2.42,LOW,0.0
CLG0094,102,9.6,9.84,5,Yes,6,9,3,Yes,7.98,7.16,7.1,HIGH,2.9,LOW,0.84
CLG0051,68,9.54,9.65,3,No,3,6,2,No,7.13,4.42,5.08,MEDIUM,4.92,MEDIUM,3.58
CLG0044,111,7.64,7.92,5,Yes,7,9,3,Yes,5.39,7.36,6.3,HIGH,3.7,LOW,0.64
CLG0024,103,6.1,5.67,7,No,6,6,0,No,3.49,3.42,3.82,LOW,6.18,HIGH,4.58
CLG0032,107,8.99,8.81,4,Yes,9,3,1,No,6.52,3.49,5.13,MEDIUM,4.87,MEDIUM,4.51
CLG0056,158,6.07,5.89,8,No,5,8,3,Yes,3.96,6.51,6.19,HIGH,3.81,LOW,1.49
CLG0050,68,6.34,6.17,6,Yes,3,1,2,No,3.66,2.2,2.81,LOW,7.19,HIGH,5.8
CLG0064,125,6.17,6.17,6,No,4,6,2,No,3.56,4.62,4.71,MEDIUM,5.29,MEDIUM,3.38
CLG0030,95,7.57,7.35,6,Yes,9,3,2,No,5.27,4.29,4.75,MEDIUM,5.25,MEDIUM,3.71
CLG0038,104,6.61,6.55,4,No,7,10,4,No,3.44,8.6,5.89,MEDIUM,4.11,MEDIUM,0.0
CLG0078,99,5.77,5.64,3,No,2,10,4,No,1.93,7.6,4.8,MEDIUM,5.2,MEDIUM,0.4
CLG0055,93,7.27,7.51,10,Yes,10,3,4,No,6.54,6.09,5.94,HIGH,4.06,LOW,1.91
CLG0003,91,9.37,9.47,6,Yes,2,9,5,Yes,7.9,7.96,7.2,HIGH,2.8,LOW,0.04
CLG0025,104,7.85,8.0,6,No,4,7,0,No,5.91,3.47,4.83,MEDIUM,5.17,MEDIUM,4.53
CLG0045,77,9.39,9.1,2,Yes,8,2,0,No,6.31,2.04,3.96,LOW,6.04,HIGH,5.96
CLG0062,111,5.98,5.81,10,No,4,6,5,No,4.52,7.02,5.81,MEDIUM,4.19,MEDIUM,0.98
CLG0007,93,5.83,5.35,9,No,0,4,3,No,3.76,3.73,3.88,LOW,6.12,HIGH,4.27
CLG0081,83,7.88,7.49,4,Yes,4,10,4,No,4.89,8.0,5.87,MEDIUM,4.13,MEDIUM,0.0
CLG0027,93,7.32,7.09,4,No,8,7,4,No,4.26,7.47,5.58,MEDIUM,4.42,MEDIUM,0.53
CLG0023,118,8.3,7.87,10,Yes,6,4,0,No,7.42,2.53,5.3,MEDIUM,4.7,MEDIUM,5.47
CLG0032,91,8.97,9.07,8,No,8,7,2,No,8.03,5.87,6.41,HIGH,3.59,LOW,2.13
CLG0002,105,8.76,9.26,3,No,9,6,2,No,6.38,5.62,5.89,MEDIUM,4.11,MEDIUM,2.38
CLG0075,89,9.71,9.31,10,Yes,9,8,5,Yes,9.32,8.91,8.11,HIGH,1.89,LOW,0.0
CLG0034,111,6.99,7.31,7,Yes,4,7,5,No,5.22,7.47,6.27,HIGH,3.73,LOW,0.53
CLG0052,110,6.03,5.65,7,No,2,9,5,No,3.43,7.96,5.74,MEDIUM,4.26,MEDIUM,0.04
CLG0061,127,7.75,7.92,2,No,1,4,1,No,4.46,2.33,4.19,LOW,5.81,HIGH,5.67
CLG0034,97,5.55,5.69,3,Yes,8,9,5,No,1.84,9.16,5.36,MEDIUM,4.64,MEDIUM,0.0
CLG0007,110,6.44,6.84,4,Yes,4,5,3,No,3.55,4.98,4.59,MEDIUM,5.41,MEDIUM,3.02
CLG0010,101,6.04,5.65,2,Yes,10,9,3,No,1.77,7.96,4.92,MEDIUM,5.08,MEDIUM,0.04
CLG0089,119,6.98,6.8,9,No,0,4,4,No,5.51,4.53,5.35,MEDIUM,4.65,MEDIUM,3.47
CLG0002,89,5.56,5.15,10,Yes,1,3,0,No,3.78,1.09,2.77,LOW,7.23,HIGH,6.91
CLG0030,111,5.16,5.07,6,No,1,7,3,No,2.15,5.27,4.16,LOW,5.84,HIGH,2.73
CLG0081,97,8.28,8.69,1,Yes,3,4,2,No,5.01,3.53,4.37,MEDIUM,5.63,MEDIUM,4.47
CLG0029,99,8.05,8.33,1,No,5,5,0,No,4.61,2.78,3.95,LOW,6.05,HIGH,5.22
CLG0082,101,8.54,8.76,8,Yes,7,3,4,No,7.55,5.49,6.24,HIGH,3.76,LOW,2.51
